City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
525,Odweyne,SO,9.4092,45.064,70.29,49,43,20.0,scattered clouds,2022-07-26 01:21:27
526,Gold Coast,AU,-28.0,153.4333,73.17,76,0,12.66,clear sky,2022-07-26 01:21:28
527,Blackwater,AU,-23.5833,148.8833,68.07,63,0,4.21,clear sky,2022-07-26 01:18:16
528,Yuanping,CN,38.7153,112.7575,72.72,75,12,1.52,few clouds,2022-07-26 01:21:28
529,Empangeni,ZA,-28.762,31.8933,51.94,81,0,3.98,clear sky,2022-07-26 01:21:29
530,Zanesville,US,39.9404,-82.0132,75.76,77,0,3.44,clear sky,2022-07-26 01:21:29
531,Kandrian,PG,-6.2167,149.55,83.5,75,100,10.18,moderate rain,2022-07-26 01:21:29
532,Yuksekova,TR,37.5736,44.2872,51.55,76,0,3.44,clear sky,2022-07-26 01:21:30
533,Saint-Joseph,RE,-21.3667,55.6167,64.78,79,44,9.19,scattered clouds,2022-07-26 01:21:30
534,Kulachi,PK,31.9286,70.4592,85.91,69,99,2.37,overcast clouds,2022-07-26 01:21:31
535,Phalaborwa,ZA,-23.943,31.1411,52.88,62,0,2.55,clear sky,2022-07-26 01:21:31
536,Nanortalik,GL,60.1432,-45.2371,42.6,96,100,7.52,overcast clouds,2022-07-26 01:17:05
537,Ocos,GT,14.5094,-92.1933,82.58,73,92,5.66,overcast clouds,2022-07-26 01:21:31
538,Kikwit,CD,-5.041,18.8162,74.25,64,28,1.59,scattered clouds,2022-07-26 01:21:32
539,Christchurch,NZ,-43.5333,172.6333,51.91,94,100,6.91,moderate rain,2022-07-26 01:21:32
540,San Luis,AR,-33.295,-66.3356,57.49,90,100,4.47,overcast clouds,2022-07-26 01:21:22
541,Beyneu,KZ,45.3167,55.2,74.03,61,0,8.63,clear sky,2022-07-26 01:21:33
542,Tevaitoa,PF,-16.7833,-151.5,76.53,81,90,9.48,moderate rain,2022-07-26 01:21:33
543,Santarem,BR,-2.4431,-54.7083,77.13,100,20,2.3,few clouds,2022-07-26 01:21:33
544,Fort Morgan,US,40.2503,-103.8,83.62,47,0,8.05,clear sky,2022-07-26 01:20:04
545,Semnan,IR,35.5729,53.3971,84.04,28,40,11.5,scattered clouds,2022-07-26 01:21:34
546,Mahibadhoo,MV,3.7833,72.9667,81.84,76,100,17.0,overcast clouds,2022-07-26 01:21:16
547,Inhambane,MZ,-23.865,35.3833,60.3,86,0,8.48,clear sky,2022-07-26 01:21:34
548,Nagapattinam,IN,10.7667,79.8333,78.49,85,99,10.33,overcast clouds,2022-07-26 01:21:35
549,Kathu,TH,7.9178,98.3332,83.7,99,67,7.81,broken clouds,2022-07-26 01:21:35
550,South Valley,US,35.0101,-106.6781,87.21,41,75,18.41,broken clouds,2022-07-26 01:21:35
551,Qandala,SO,11.472,49.8728,88.27,49,62,6.71,broken clouds,2022-07-26 01:21:36
552,Bahia Honda,CU,22.9036,-83.1592,79.57,84,100,9.42,overcast clouds,2022-07-26 01:21:36
553,Ayolas,PY,-27.4,-56.9,69.55,72,0,7.0,light rain,2022-07-26 01:21:37
554,Daru,PG,-9.0763,143.2092,78.08,83,92,15.43,overcast clouds,2022-07-26 01:21:37
555,Jizan,SA,17.3333,42.6667,86.94,65,97,6.78,overcast clouds,2022-07-26 01:21:37
556,Excelsior Springs,US,39.3392,-94.2261,71.47,90,100,8.05,overcast clouds,2022-07-26 01:21:38
557,Genhe,CN,50.7833,121.5167,74.79,62,89,8.7,overcast clouds,2022-07-26 01:21:38
558,Neryungri,RU,56.6709,124.6491,78.01,53,6,3.33,clear sky,2022-07-26 01:21:38
559,Isla Mujeres,MX,21.2311,-86.731,84.25,77,90,9.1,overcast clouds,2022-07-26 01:21:39
560,Batouri,CM,4.4333,14.3667,66.74,99,100,2.98,moderate rain,2022-07-26 01:21:39
561,Dennis,US,41.7354,-70.1939,78.75,86,100,23.02,overcast clouds,2022-07-26 01:21:40
562,Tura,IN,25.5198,90.2201,73.87,97,100,3.69,overcast clouds,2022-07-26 01:20:39
563,Aleksandrovskiy Zavod,RU,50.9237,117.9374,63.46,96,100,7.94,overcast clouds,2022-07-26 01:21:40
564,Phayakkhaphum Phisai,TH,15.5163,103.1937,84.72,67,11,4.59,few clouds,2022-07-26 01:21:40
565,Roebourne,AU,-20.7833,117.1333,68.34,34,0,18.12,clear sky,2022-07-26 01:21:41
566,Wadi Maliz,TN,36.4681,8.5495,81.97,24,0,3.29,clear sky,2022-07-26 01:21:41
567,Pangai,TO,-19.8,-174.35,80.71,65,20,11.5,few clouds,2022-07-26 01:21:42
568,Puerto Madryn,AR,-42.7692,-65.0385,46.54,94,100,9.19,light rain,2022-07-26 01:18:12
569,Udachnyy,RU,66.4167,112.4,75.45,78,100,8.19,overcast clouds,2022-07-26 01:21:42
570,Besuki,ID,-7.7338,113.6979,80.8,55,83,1.97,broken clouds,2022-07-26 01:21:42
571,Matara,LK,5.9485,80.5353,77.59,86,72,9.78,broken clouds,2022-07-26 01:21:43
572,Adeje,ES,28.1227,-16.726,87.87,78,0,3.44,clear sky,2022-07-26 01:21:43
573,Padang,ID,-0.9492,100.3543,75.25,89,100,2.95,overcast clouds,2022-07-26 01:18:22
574,Alenquer,BR,-1.9417,-54.7383,75.78,80,3,3.56,clear sky,2022-07-26 01:21:44
575,Agnibilekrou,CI,7.1344,-3.2047,69.08,94,89,2.26,overcast clouds,2022-07-26 01:21:44
576,Tautira,PF,-17.7333,-149.15,74.1,92,95,8.97,heavy intensity rain,2022-07-26 01:21:45
577,Pacific Grove,US,36.6177,-121.9166,68.81,81,75,12.66,broken clouds,2022-07-26 01:21:45
578,Nuevitas,CU,21.5453,-77.2644,79.75,84,100,12.24,overcast clouds,2022-07-26 01:21:45
579,Inirida,CO,3.8653,-67.9239,73.36,95,100,1.77,overcast clouds,2022-07-26 01:21:46
580,Azoyu,MX,16.7167,-98.7333,76.5,83,98,0.22,overcast clouds,2022-07-26 01:21:46
581,Kismayo,SO,-0.3582,42.5454,75.47,78,94,17.05,overcast clouds,2022-07-26 01:21:46
582,Ghanzi,BW,-21.5667,21.7833,58.44,36,65,10.87,broken clouds,2022-07-26 01:21:47
583,Klyuchi,RU,52.2667,79.1667,66.11,45,0,4.29,clear sky,2022-07-26 01:21:47
584,Ilulissat,GL,69.2167,-51.1,46.42,87,75,2.3,broken clouds,2022-07-26 01:21:48
585,Kenora,CA,49.8167,-94.4337,69.78,64,75,13.0,broken clouds,2022-07-26 01:21:48
586,Adrar,MR,20.5022,-10.0711,91.74,31,11,7.49,few clouds,2022-07-26 01:21:48
587,Chokwe,MZ,-24.5333,32.9833,57.51,81,0,4.61,clear sky,2022-07-26 01:21:49
588,Maniitsoq,GL,65.4167,-52.9,41.18,92,98,15.41,overcast clouds,2022-07-26 01:21:49
589,Fairbanks,US,64.8378,-147.7164,78.1,48,20,3.44,few clouds,2022-07-26 01:20:02
590,Richards Bay,ZA,-28.783,32.0377,55.17,78,3,5.28,clear sky,2022-07-26 01:21:50
591,Okhotsk,RU,59.3833,143.3,63.48,68,41,5.53,scattered clouds,2022-07-26 01:21:50
592,Nachingwea,TZ,-10.3833,38.7667,62.74,90,29,3.96,scattered clouds,2022-07-26 01:21:50
593,Amudat,UG,1.95,34.95,68.02,74,98,0.47,light rain,2022-07-26 01:21:51
594,Godo,JP,35.4167,136.6,91.06,87,28,2.98,scattered clouds,2022-07-26 01:21:51
595,Elbistan,TR,38.2059,37.1983,59.41,65,0,2.89,clear sky,2022-07-26 01:21:51
596,Livadiya,RU,42.8692,132.6764,73.06,82,100,5.48,overcast clouds,2022-07-26 01:21:52
597,San Rafael,AR,-34.6177,-68.3301,48.54,93,64,2.62,broken clouds,2022-07-26 01:17:38
598,Vitim,RU,59.4511,112.5578,84.88,41,4,8.16,clear sky,2022-07-26 01:21:52
599,Kieta,PG,-6.2167,155.6333,82.94,73,70,3.4,light rain,2022-07-26 01:21:53
600,Baruun-Urt,MN,46.6806,113.2792,63.81,79,100,3.87,heavy intensity rain,2022-07-26 01:21:53
601,Erzin,TR,36.9559,36.2,73.92,48,0,1.83,clear sky,2022-07-26 01:21:54
602,Fort Nelson,CA,58.8053,-122.7002,74.79,43,75,4.61,broken clouds,2022-07-26 01:18:51
603,Gazli,UZ,40.1333,63.45,84.78,25,2,19.44,clear sky,2022-07-26 01:21:54
604,Komsomolets,KZ,53.7453,62.0708,66.15,77,100,5.28,overcast clouds,2022-07-26 01:21:55
605,Ararat,AM,39.8317,44.7049,68.34,54,0,2.33,clear sky,2022-07-26 01:21:55
606,Hvolsvollur,IS,63.7533,-20.2243,49.21,80,99,2.39,overcast clouds,2022-07-26 01:21:55
607,Aksarka,RU,66.5606,67.7975,50.31,77,100,17.11,overcast clouds,2022-07-26 01:21:56
608,Palana,RU,59.1167,159.9667,53.01,66,10,8.01,clear sky,2022-07-26 01:21:56
609,Muchkapskiy,RU,51.8513,42.4717,61.79,91,12,4.99,few clouds,2022-07-26 01:21:56
610,Marstal,DK,54.8562,10.5173,62.51,84,39,19.3,scattered clouds,2022-07-26 01:21:57
611,Sheridan,US,44.8333,-106.9173,84.02,40,0,3.44,clear sky,2022-07-26 01:21:57
612,Keti Bandar,PK,24.1447,67.4497,82.17,86,81,13.42,broken clouds,2022-07-26 01:21:57
613,Oranjemund,NA,-28.55,16.4333,55.33,85,0,3.38,clear sky,2022-07-26 01:21:58
614,Russell,US,32.3502,-85.1999,82.0,83,40,4.61,scattered clouds,2022-07-26 01:21:58
615,Lenine,UA,45.2986,35.7771,69.62,75,11,8.03,light rain,2022-07-26 01:21:59
616,Buctzotz,MX,21.2,-88.7833,81.91,69,29,7.54,scattered clouds,2022-07-26 01:21:59
617,Tumba,SE,59.1986,17.8332,65.21,90,75,10.36,moderate rain,2022-07-26 01:22:00
618,Kassala,SD,15.451,36.4,79.38,66,97,8.88,overcast clouds,2022-07-26 01:22:00
619,Balkhash,KZ,46.844,74.9804,70.41,28,0,11.18,clear sky,2022-07-26 01:22:00
620,Urumqi,CN,43.801,87.6005,74.35,38,0,4.47,clear sky,2022-07-26 01:18:02
621,Jumla,NP,29.2747,82.1838,62.37,92,51,1.72,broken clouds,2022-07-26 01:22:01
622,Arroyo,ES,41.6096,-4.7969,64.15,73,0,9.22,clear sky,2022-07-26 01:22:02
623,Concordia,AR,-31.393,-58.0209,71.78,84,93,15.01,overcast clouds,2022-07-26 01:22:02
624,Borovoy,RU,55.4333,86.0833,60.08,88,100,2.24,overcast clouds,2022-07-26 01:22:03
625,Hastings,GB,50.8552,0.5729,62.92,80,11,10.38,few clouds,2022-07-26 01:22:03
626,Lanzhou,CN,36.0564,103.7922,74.28,44,28,17.29,scattered clouds,2022-07-26 01:22:03
627,Sechura,PE,-5.5569,-80.8222,66.02,82,23,14.61,few clouds,2022-07-26 01:22:04
628,Sinjai,ID,-5.1241,120.253,79.88,83,77,4.09,broken clouds,2022-07-26 01:22:04
629,Poso,ID,-1.3959,120.7524,83.52,63,27,4.0,scattered clouds,2022-07-26 01:22:04
630,Angoche,MZ,-16.2325,39.9086,70.14,75,0,9.82,clear sky,2022-07-26 01:22:05
631,Saint Simons,US,31.1352,-81.3901,85.01,69,0,11.5,clear sky,2022-07-26 01:18:29
632,Dunedin,NZ,-45.8742,170.5036,45.5,93,100,20.31,moderate rain,2022-07-26 01:19:56
633,Oga,IT,46.4631,10.347,58.8,95,99,6.15,overcast clouds,2022-07-26 01:22:05
634,Mega,ET,4.05,38.3,54.57,75,83,16.08,broken clouds,2022-07-26 01:22:06
635,Bambanglipuro,ID,-7.95,110.2833,75.15,76,86,4.27,overcast clouds,2022-07-26 01:22:06
636,Riyadh,SA,24.6877,46.7219,89.74,20,98,7.36,overcast clouds,2022-07-26 01:22:07
637,Pringsewu,ID,-5.3582,104.9744,75.9,92,100,2.59,overcast clouds,2022-07-26 01:22:07
638,Sayyan,YE,15.1718,44.3244,64.22,63,100,1.81,overcast clouds,2022-07-26 01:22:07
639,Ostrovnoy,RU,68.0531,39.5131,52.5,75,93,11.86,overcast clouds,2022-07-26 01:22:08
640,Berbera,SO,10.4396,45.0143,88.97,37,38,26.51,scattered clouds,2022-07-26 01:22:08
641,Mandalgovi,MN,45.7625,106.2708,62.8,56,0,11.01,clear sky,2022-07-26 01:22:08
642,Along,IN,28.1667,94.7667,74.95,98,96,0.67,overcast clouds,2022-07-26 01:22:09
643,Ambatolampy,MG,-19.3833,47.4167,48.7,89,62,2.57,broken clouds,2022-07-26 01:22:09
644,Watsa,CD,3.0372,29.5355,65.08,96,100,1.7,light rain,2022-07-26 01:22:09
645,Privolnyy,RU,44.0998,46.6587,70.83,55,3,4.99,clear sky,2022-07-26 01:22:10
646,Moussoro,TD,13.6408,16.4901,88.48,44,100,9.95,overcast clouds,2022-07-26 01:22:10
647,Ornes,NO,66.8689,13.7078,58.77,80,100,6.24,overcast clouds,2022-07-26 01:22:11
648,Hamilton,US,39.1834,-84.5333,77.4,79,20,4.61,few clouds,2022-07-26 01:18:48
649,Isiro,CD,2.7739,27.616,65.08,99,92,1.01,light rain,2022-07-26 01:22:11
650,Kupang,ID,-10.1667,123.5833,80.76,55,60,7.74,broken clouds,2022-07-26 01:22:11
651,Gisborne,NZ,-38.6533,178.0042,61.43,91,18,7.07,few clouds,2022-07-26 01:22:12
652,Luganville,VU,-15.5333,167.1667,82.89,73,27,6.55,scattered clouds,2022-07-26 01:22:12
653,Kodinar,IN,20.7903,70.7031,80.96,81,100,13.33,light rain,2022-07-26 01:22:12
654,Bay Roberts,CA,47.5999,-53.2648,70.14,93,100,8.01,overcast clouds,2022-07-26 01:22:13
655,Hualmay,PE,-11.0964,-77.6139,62.1,84,48,10.96,scattered clouds,2022-07-26 01:22:13
656,Ancud,CL,-41.8697,-73.8203,46.83,94,100,5.73,light rain,2022-07-26 01:18:49
657,Natal,BR,-5.795,-35.2094,75.42,83,0,9.22,clear sky,2022-07-26 01:18:25
658,Anahuac,MX,27.2333,-100.15,97.0,28,88,18.99,overcast clouds,2022-07-26 01:22:14
659,Pueblo Nuevo,MX,23.3833,-105.3833,61.79,92,100,2.39,overcast clouds,2022-07-26 01:22:14
660,Srivardhan,IN,18.0333,73.0167,78.98,83,100,4.76,overcast clouds,2022-07-26 01:22:15
661,Gombong,ID,-7.6072,109.5142,73.9,75,86,2.06,overcast clouds,2022-07-26 01:22:15
662,Bonavista,CA,48.6499,-53.1147,64.54,94,95,16.8,overcast clouds,2022-07-26 01:22:15
663,Quesnel,CA,52.9999,-122.5029,79.3,47,100,6.91,overcast clouds,2022-07-26 01:22:16
664,Kasongo-Lunda,CD,-6.4667,16.8167,69.62,69,0,2.19,clear sky,2022-07-26 01:22:16
665,Viedma,AR,-40.8135,-62.9967,47.62,94,100,7.49,moderate rain,2022-07-26 01:22:17
666,Maragogi,BR,-9.0122,-35.2225,73.27,80,33,9.69,scattered clouds,2022-07-26 01:17:40
667,Bassano,CA,50.7834,-112.4685,69.03,52,100,6.29,overcast clouds,2022-07-26 01:22:17
668,Cedar City,US,37.6775,-113.0619,61.77,94,75,9.22,broken clouds,2022-07-26 01:22:17
669,Neiafu,TO,-18.65,-173.9833,79.48,61,40,12.66,scattered clouds,2022-07-26 01:22:18
670,Coihaique,CL,-45.5752,-72.0662,24.75,93,0,0.0,clear sky,2022-07-26 01:22:18
671,Berlevag,NO,70.8578,29.0864,55.4,87,100,4.61,overcast clouds,2022-07-26 01:22:19
672,Diamantina,BR,-18.2494,-43.6003,52.09,89,0,4.72,clear sky,2022-07-26 01:22:19
673,Yambio,SS,4.5721,28.3955,68.04,97,99,3.18,light rain,2022-07-26 01:22:19
674,Batagay-Alyta,RU,67.8006,130.4114,74.16,48,40,1.1,scattered clouds,2022-07-26 01:22:20
675,Gornopravdinsk,RU,60.05,69.9,62.89,95,29,2.93,scattered clouds,2022-07-26 01:22:20
676,Kambove,CD,-10.8764,26.5969,56.79,57,8,6.31,clear sky,2022-07-26 01:22:20
677,Nyurba,RU,63.2842,118.3319,80.73,59,0,8.52,clear sky,2022-07-26 01:22:21
678,Ndioum,SN,16.5129,-14.6471,82.58,65,88,8.7,moderate rain,2022-07-26 01:22:21
679,Manjacaze,MZ,-24.7117,33.8828,57.34,80,0,4.12,clear sky,2022-07-26 01:22:21
680,Te Anau,NZ,-45.4167,167.7167,41.59,98,100,2.53,overcast clouds,2022-07-26 01:22:22
681,Natchez,US,31.5604,-91.4032,80.82,74,0,5.75,clear sky,2022-07-26 01:22:22
682,Wanning,CN,18.8003,110.3967,84.4,70,5,2.66,clear sky,2022-07-26 01:22:23
